listing_id,review,label
1012524,"I reserved Ludovic's apartment for the stay in Paris of my mother and my sister.On the day of arrival, he could not be present, however, his mother made us very welcome to give us the Clès and show everything.Once in it we found a little note from Ludovic by welcoming us and by making us at our disposal in the case we had doubts.His apartment is nice, well appointed, easy to feel at home.The place is super quiet with a bus stop a few steps from the entrance to the building which was very accommodating for my mother :) A accommodation to advise.",A
19257906,Lucas' place was great. Very Parisian feel. The location was wonderful. Exactly what we wanted. There is a grocery store next door. Lucas is a great host. I would definitely recommend his place to anyone. Great value for the price.,B
18271506,"I recommend this accommodation to spend a WE in Paris.
Very well located, clean, very nicely arranged.
In short, at the top!",B
18271506,"Adorable apartment (such as in the photos) and very comfortable, located 2 min walk from the Pigalle metro and 5min walk from Place du Tertre de Montmartre!Even if we do not meet Chloé, she can be reached before and during her stay!",B
6159781,Benjamin is great and very nice ! Super easy and flexible check in process. The apartment is huge and is exactly as pictured. Super central location with tons of bars and restaurants around. Highly recommend!,B
36547155,"Everything was perfect. Clementine was sooo helpful. Nice neighborhood, a lot of local stores, one big market, many restaurants, close to subway (metro). Flat was sooo clean and comfortable. We hope, next time in Paris will be at her flat, again. Thank you Clementine. Mario and Iza. Viva la Pologne. Viva la France :))) We ♥️Paris",B
36550470,"Very very friendly welcome by Elodie, very very pleasant stay in a very beautiful apartment !! Garden/very pleasant terrace !!",B
24039213,Charming apartment and great indications of Jean-Baptiste to enjoy the neighborhood,C
24110063,Alright,C
25775226,"The apartment is perfectly located near to several supermarkets, bakeries, cafes and two metro stations. Both the living room and the kitchen are cozy. I highly recommend Charlotte's place!",B
13182736,"Very nice apartment in a pleasant district, Medhi was welcoming, and flexible on the time of arrival and departure.I repeat strongly!",B
5687285,"This centrally located apartment was in the perfect location. Easy access to get to the metro and most of the main attractions in Paris with restaurants, and shopping close by.  Mallory was very helpful and accommodated my arrival time. Loved my stay in Paris!",B
17262805,"Johanna was a fantastic host and the apartment was beautiful, had a really lovely stay would happily stay there again!",C
6298695,"Audrey was very helpfull on all relevant paramters to make me feel (almost) at home, relaxed, easy. Very cosy little street in a VERY central spot in Paris. Apartment is typical French. Nice, good size, clean. All in all a very positive experience! I will come again in December! :-)",B
24039213,"Very nice flat in a nice location. The description is accurate and the pictures show the flat as it is. The communication with Jean-Baptiste was excellent, he was very helpful and quick to answer. There is everything you need in the flat, you can buy food in various shops and the metro station is at 5min by foot. We recommend this place for people who want to spend a good time in Paris.",A
4956549,"We have much appreciated the warm welcome that Pierre has reserved for us, as well as his discretion.The apartment is decorated with taste, the beds are very comfortable, books and audio system bose bring a personal touch that make this place a 'home away from home' ideal.Location near the rue de Levis very practical.Thank you Pierre!",B
5253795,Very smiling welcome comfortable appt and well located,C
17122475,This is a lovely home! The view is breathtaking. My only tip is to ask for the wifi before arrival because a manual doesn't supply this info. Also the washer and stove was broke . Be sure to ask if these are in working condition.,A
14940650,"The apartment is very tastefully decorated and is centrally located between Belleville and Montmartre, close to the Gare de l'Est., About 15 minutes walk.(still calm).It was everything as it was described in the advertisement.The rain shower was great.
The metro station is easily accessible and there are a few streets and pubs near the street market, bakeries, butchers, supermarkets.The neighborhood is very African, Arabic, lively and lifelike.",B
11559006,"Would stay at Irene's place everytime we visit Paris,
Perfect location, Calm area and Lovely apartment",C
5668795,"Very comfortable apartment and furnished with great taste, lots of small funny objects, exceptional view as in photos but better.The location is ideal, 15 m from the metro.",B
13790767,This apartment is perfect for spending a weekend in Paris!Arthur and his girlfriend explained everything well.The bed was a little too hard for us.We bicycle.Vélibs are nearby.,B
15371571,"We are completely satisfied with our stay with Margot.We highly recommend!On all shots: location, decoration and equipment !!!To be redone;)",B
12466913,"The apartment complies with the ad, functional and very well located, transport nearby.
I had a very pleasant stay and I recommend",B
6468937,"From the first moment on we felt like at home! The Appartment has a really warm and cosy atmosphere, Stephen reflects that in his characteristic traits. It is precisely tidy and comfortable as shown on the pictures. Stephen welcomes us very warm and friendly and also had some cold an hot drinks prepared. He gave us a overview about the surrounding area and stays helpful during our stay. The next metro station is just a two minutes walk away. Nearby is a public bike rent, where we lend two bikes to do the paris highlights sightseeing. It was a really nice trip! We had a wonderful time in paris and are looking forward to book the apartment again on our next trip!",A
7488035,"Very good apartment in the city center, equal to the one represented in the images of Airbnb, spacious and with a beautiful view with the background tower.We were very well received by Malvina, who adapted very well to our needs and flexibility of arrival and departure times.And is situated in a very calm neighborhood.I recommend it a lot !!",A
31611383,"Great stay in Esther's apartment for 2 weeks for work. Amazing location, beautiful walks in Parc Monceau, and great supermarkets nearby. 

The apartment was beautifully decorated, and spotless. Bed incredibly comfortable in a cosy niche with a massive duvet! 

The 7 flights of stairs to the apartment did take some getting used to, however, it was worth it for the view of the Effiel Tower from the room, peace and sun beaming inside in the morning. 

I will certainly be staying again when travelling back for work. 

Many Thanks Esther.",A
8561459,Awesome location. It has all the necessities if you are looking for a simple place to stay in Paris for a few days.,C
6091393,"It was great time staying in Margaux' home.
Even though I couldn't meet her face to face,
I could feel her sense of interior; modern, chic, and cozy.
The location is wonderful for sightseeing and having awesome lunch and dinner. Specially the restaurant of Hotel d' Amour, just in front of the house, it is a hot place to enjoy brunch. 
I've heard this area, 9em arrondissement, is post Marais, as a rising hip place, and i could see why this area is called like that. 
And this location is just the heart of it. 
While i stayed, I didn't have any inconvenience with anything else. The place is enough to stay for 2 people, (i was alone, though) , everything was set up, even Wi-fi was really fast. ",A
11004676,"Beautiful and comfy apartment. Nice art on the walls. Best location in Montmartre. The person who gave us the keys was very nice, and gave us detailed recommendations. Check in and check out are very convenient for travellers.",B
31534848,"Very nice and clean place! Communication was good, he always  responded immediately. Tom is a very flexibel and nice host.",C
34173732,"Very cool flat - stylish, clean and had everything we needed. Gautier was quick to respond to any questions. The only issue I had was that I was not informed about the construction just steps away from the bedroom windows, so it was a bit of a rude awakening and a lack of privacy had there not been curtains :( aside from that I had a very lovely stay!",A
3626934,"Edouard was at the apartment when we arrived. He was very friendly and showed us around the apartment, and also made local recommendations for dinner. The apartment was clean and very nice. We were impressed by how updated everything is, and our stay was very comfortable. The only downside was the heat in Paris the days we were there, and like most European homes, there was no air conditioning. But overall our experience was lovely.",B
24039213,"Lovely flat, very spacious and well equipt and near a supermarket. Area was residential and near a kids hang out - we felt like we stuck out quite a 
lot walking back in the evenings and were a tad apprehensive. All in all a wonderful stay and good location for the price. excellent host.",B
26979129,The perfect parisian place for me!,C
29098411,"It was a great pleasure to discover at Laura, clean, very functional, easy to use, especially relevant to the discharge of this cartier.Everything is well prepared and tidy, in short well designed as the total service.If I force myself to say a downside, it is the absence of a cafe container, but for those who prefer tight coffee, that does not pose a problem with the capsule machine!",A
12403349,Good place to be in Paris few days!,C
14263980,"Magnificent apartment, friendly and available host, to be made strongly",C
32562455,"Suitable accommodation for a short stay, ideally placed but which deserves some basic and quality elements.Justin is available and responsive",C
22543448,Super small apartment in the heart of Paris.Ideal for professional needs.Very pleasant host,C
6947843,"A wonderful apartment and a very hospitable mistress! If you want to live a real French life, this apartment is for you!Very comfortable, comfortable and beautiful. Sending to a balcony of 2 rooms. The sun fills the house with light ... and still, at the corner of the house, a folk bakery, nearby -permarket and in the district at the weekend many marketers with very acceptable prices.To the metro -5 min. A to the Louvre, the Hatch of Very Calm Walking.Many thanks to the mistress!
 It's a Wonderful Flat and the Owner Is Very Friendly.IF You Want to Feel The Real French Lifestyle, This Flat Will Suit You Perfectly.IT's Very Cosy, Beautiful and Comfortable, There Two Rooms with Balconies.The Sun Gets Through The Windows in the Morning.There's a Nice Baker's and A Supermarket Round Round the Corner and At the Weekends there Re a Lot of Markets with Good PRICES NEARBY.You can reach the underground in 5 minute and louvre museum in one hour",A
6982597,"The apartment conforms to the photos, quiet.
I was very well received by Anne.
I will gladly come back",B
36547155,Clementine’s flat is excellent and has everything you need! I had an extended stay here in Paris and I’m glad I chose this location and apartment! Clementine always responded fast anytime I had a question and is an awesome host. Definitely recommended!,B
19291409,"Great place, very clean, and close to public transportation.",C
33467662,"The accommodation is very good, very original and spacious but a curtain system or other would be very effective in spending a full night because daylight dazzles from the first glow.",C
3036502,Thibault was flexible about check in / out and available to offer suggestions and answer any questions. It's a very cute studio with everything you need.,C
14398869,"The accommodation corresponds perfectly to its description, it is large and clean, perfectly located and Martin is a precise and organized host.Perfect!!",B
40646480,"Frédérique's place is in a great location,  with loads of great bars and restaurants nearby and easy accessibility to all the main sites. It's a really nice, spacious, art-filled apartment, quiet and comfortable. I would definitely recommend it.",B
10334533,"Great Host. Great Place. Arnaud was friendly, flexible, and helpful. He gave us clear directions for taking the train from the airport. Easy. He also had recommendations for us for our visit to Paris. And he is a very nice guy, the little we got to know him. The appartment is BETTER than the description. Here's why: 1. Spotlessly clean. 2. Very comfortable bed. 3. Great shower. Lots of hot water, and strong water pressure. (For my fellow Americans, you can tilt the shower head up and down, twist it side to side, even raise and lower the height. I mention this because I've been in France 10 days before I figured it out.) 4. Arnaud supplies a welcome bottle of wine. He also shared coffee, salt, butter, etc. so we could settle in before we had to go shopping. 5. Windows on 2 sides so lots of light and air. Plus three little (and I do mean little) balconies. No great view. Just the neighborhood, but it's nice to be able to step out. Bottom Line: Very nice appartment for 2 or 1, relatively cheep, with good subway access for exploring Paris. But with many charms in the neighborhood to enjoy. I moved my bottom line up, because I see I gassed on and on. Keep reading if you like. The real unexpected plus to this apartment is the neighborhood. The apartment sits on a block with no cars on a street that's 2 blocks long. Tres picturesc. On the corner to the left is a plant store that displays its flowers on the street. On the corner to the right is a green grocer with fruits and vegetables on display. Also on the block is a cheese store, a butcher, an omlette restaurant - open only for lunch, a fine food take out place, a Chinese food take out place, and a domino's pizza (Porquai !). The best bakery is to the right, across the street, 4th store on the left. Buy your fresh bagett every morning ! There are also drugstores and a supermarket within 2 blocks. If you are on a student budget, there's a Paul sandwich shop where you can get a ""hero"" sandwich on a bagett for about E5.50. Or a sandwich, croissant, and a coffee for about E8.50. I guess it's comparable to our Subway shops, except there's really no comparison. (Just a note here. If you really are a high school or college student, and you want a student neighborhood, this isn't it). My wife and I are retired and on our budget we enjoyed eating at a restaurant called MOM. (Turn left to corner, then right one block). Delicious food, and hip atmosphere. Complete dinner with wine, about E30 to E40 per person. They have a bar if you want in for less money. More to explore. Walking from the apartment: #Turn right 1 and 1/2 blocks, then left on Boulevard Pereire for three long blocks, around the circle and you...",A
7342387,"Well designed apartment, with charm, very well located.5 minutes walk from Montmartre and public transport bus or metro, which allows you to visit Paris very easily.The accommodation is very quiet, with a large shower.Nice neighborhood with supermarket, bakery...Ster is available to give the necessary information, flexible in terms of schedules.1st experience with successful RBNB.",A
1549177,"Amazing funky apartment! Great art and space, makes you not want to leave. The location was AMAZING, great restaurants and bars in the area",C
13217410,The apartment is really beautiful. The location is really good. We did not have a chance to meet Dominique but her answer is quick and helpful! We definitely recommend this place! We will be back in the future! Thank you Dominique!,B
10916431,"Laura is really available and very nice, her apartment is practical and her accessibility is also easy, I recommend it!",B
5668795,Very nice apartment very practical and well placed.,C
34669701,"the apt. is very clean, well decorated and well located. we recomend this place very much",B
11784311,5/5 at any level,C
13012486,Great location. Compact and convenient. Close to everything and easy to get around. Elisabeth is a great host and is quick to respond to any questions that you may have. She left detailed instructions on accessing and entry including finding keys wifi pw etc. stayed twice and would definitely return.,A
20814883,"A nice and well located flat. However I was hoping it would look a bit more fresh / clean (as an example the sofa really needs a big clean). 
We didn't see the host as it s run by a management company and they do a very good job for check in and communication.
",B
23594695,"Noémi was a wonderful host. Her home was stylish, clean, well equipped and in a excellent location. She was helpful with recommending restaurants, things to see, and bakeries to try. Would highly recommend the space!",A
26289058,I recommend Aissa's accommodation!,C
8019511,Excellent situation.Perfect welcome.Very good value for money.To recommend.,C
180950,"Dominique's place is in a quiet area with a wonderful little bakery right next door and several shops and restaurants within the surrounding blocks. We felt very safe, with two door codes and a physical key to get to the room. There is a steep and narrow spiral staircase that leads up to the rooms. It can be uneven and the handrail is loose, so pulling large luggage up (like we did) is a chore. The room itself is clean, but smaller than we felt the pictures led us to believe. We were wishing we had a fan on some nights, but the window opens to an enclosed area outside so that helped some. The provided dishes worked fine for a meal in. Overall, this space works great for two people. We stayed nearly two weeks and enjoyed our time there.",A
11848476,"Great stay, thank you!",C
33106514,"I loved my stay here! The apartment is super clean, beautifully decorated and has all amenities for a city trip or long stay. It is located near metro stations, restaurants, bars and some of the main sights of Paris but not noisy at all! I can highly recommend staying here!",B
3562867,"Highest recommendation. This was the third time we have rented a Paris apartment for a week or near week.  Alice's place was far and away, the best of them. This area of Paris is very delightful and not overly tourist, but is in easy walking distance to many of the favorite museums and Michelin starred restaurants. Before coming here read the book ""The Only Street in Paris.""  We really love our time in Alice's very stylish apartment and we think you will too.",A
13618162,"Aurélien and Pauline were very good hosts, even thinking about leaving me an umbrella just in case it rains. Their apartment is in a great location and quite spacious and decorated with taste. 
The only negative thing was that the bathroom was not very clean and the dustbins in the kitchen had not been emptied.",B
8250349,"Gilles place is great! It's a charming space right in the heart of the Marais. The location is beautifully furnished. It has the feeling of a very old Paris apartment that has been remodeled, but still preserves the charm of having stone walls and old wood beams. 

The place isn't huge, but there's plenty of space in the kitchen and living room areas. The bed area can be a little dark since there aren't a lot of windows, but that's about the only downside to this place. Big plus for being on the ground floor and in a quiet area. It's very comfortable and in a part of town with great restaurants and things to do. ",A
28929011,"Top stay!The apartment is very beautiful and the welcome from Constance was perfect.The real charm of a Parisian and quiet apartment!An attentive, available and considerate host, as there are little.Another 1000 thanks!",B
22289904,"Great Apartment in the middle of Paris! It was not only clean but furnished lovely. The communication with Sadie worked fast and without complications. Nice and quiet area with Bars, Restaurants and Shops in short walking distance. Would recommend it to everyone!",B
8250349,"We were very well received by Gilles, who proved to be kind and attentive.The apartment corresponds to what is described in the ad, is clean, well decorated and equipped with basic items.Our stay there was very good, I recommend for the AP, the host and its location, in the center of Marais, charming neighborhood with museums, galleries, shops, bars and restaurants, easy access to bus and metro.",A
3347211,Very nice location. Good welcome. Good size apartment.,C
3651257,"Katia's place was fantastic! Super central location on a lively street full of restaurants and bars, a short walk from the water, the Louvre and le Centre Pompidou and close to the metro. The apartment itself is gorgeous and clean with lovely windows looking out onto the street below. Katia made check-in and check-out very flexible and easy which was great, and was very responsive to any questions I had for her. ",B
3562867,The place is gorgeous and the location is perfect. I enjoy walking so I was able to reach every major landmark on foot. But the metro was close by and saved the day when it rained.,B
32232157,"Very lovely apartment, looks exactly the same as pictures. Sarah and her husband are super friendly and helpful, thank you!",C
6742983,"We enjoyed the stay, the flat was lovely!
Melanie helped us out with any issues we had, stayed connected and wrote us during our stay :) Could not be happier!
Sintija and Kaspars",C
15750409,Perfect accommodation in a super well placed and very quiet building ..; very warm welcome from the goalkeeper .... Do not miss it if you come to Paris ...,B
5323999,"It was a pleasure to stay at Léa's apartment. 
She was helpful and very nice, and the apartment perfect. 
",C
27304845,"We had a great stay in Paris. It is a cozy, little flat, located near cafes and shops. The area is not too touristy. The flat is clean and equipped with everything you need for a short stay.",B
2246665,"We had a great WE in Paris with our two boys.Audrey and Axel's apartment is very well located a few minutes walk from the Eiffel Tower and next to the metro.It is a little cocoon nest, well equipped, where it is good to come back after the hours of discovery of the day.Even if we did not have the pleasure of meeting Axel and Audrey because of our incompatible hours, they put everything in place so that our arrival was pleasant and they were reachable by SMS when we had a question.In addition they left us lots of information so that all its passing well.In short, a great address :-)",B
3716928,"We rented the apartment for 5 nights during our stay in Paris. The apartment was clean and tidy. It was really cozy, it kinda felt like we actually lived in Paris. The location was perfect, close to nice restaurants and bars! We never actually met our hosts but the communication was easy, and I don't have anything to complain about. Would totally recommend it to anyone and would rent it again!",A
5514927,"Gabriel was kindly lowered to welcome us at the bottom of the building, we were seduced by his design apartment, very functional, well equipped.We immediately felt comfortable!
He was kind enough to buy a fan to limit the effects of the heat wave that raged in Paris.
He trusted us by letting us go at the time we wanted without having checked the condition of his apartment, we appreciated!
We will come back with pleasure!",A
18467063,"Very well located.Walking lover We were able to show ourselves to the places desired on foot.Functional, we had everything necessary for the breakfast we had at the apartment and we could have cooked if we had wanted.
Calm, to sleep and avoid morning noise, just close the windows overlooking the street and open one of those overlooking the courtyard.
The stairs to the 5th floor climb well for people in shape.
Very appreciated our stay.
Adrien and Claude.",A
23422775,"Very pleasant accommodation and location conditions.
Very available host",C
3517096,"Very functional and welcoming house, in excellent location.
Aida is very kind, he always replied quickly to all emails and prepared me a sumptuous welcome!
Thanks Aida I was really well.",C
11848476,"Fabrice was a thoughtful and responsive host. If you are someone who does not want to walk a lot of steps, I would keep that in mind for this place. It has a lovely view, but it is a commitment to get up to the stairs. It was great to stay in the Montmartre area. Getting on the metro to go wherever we wanted was very accessible.",A
10418866,"Lucas is a very welcoming host with pretty attentions and suggestions.The apartment is very well designed, very clear, overlooking a pretty little wooded and silent courtyard, all the more appreciable as the neighborhood is very lively with many nice cafes and bistros.
The address is ideally located for both tourism and shopping.
I absolutely recommend!",A
15471781,Nice charming host and super available!,C
5514927,"Gabriel is very good host. He is easy to contact, and replies quickly to any question you could have. The information he provided us with was very clear. The studio is truly great, I could live there myself :-)",C
19444880,"A really beautiful apartment in central Paris. Chris has decorated it so nicely- it was like having our own little home for the weekend.

The check-in was very easy- meeting us in person with the keys and explaining building security. We also really appreciated her thoughtfulness in leaving tips about the apartment and Paris generally.

We would definitely stay again in future!",B
5555235,Servane's apartment is ideally located in the Chinese district and has a magnificent view of Paris.Everything was perfect.To recommend !,C
7899121,"Superb apartment, atypical, with a lot of cachet, it feels so good.We did not resist the cocoon effect, everything was perfect.Thank you for the welcome and the services",C
3562867,"It is easy to fall in love with Paris; it's even easier when you stay in such a charming apartment in the best neighbourhood in the city. Alice has thought of everything! From the warm blanket by the sofa to the beautifully appointed kitchen, we felt like pampered guests. She even had toiletries  for us. The apartment is sparkling clean and perfectly laid out for two.  The communication before and during our stay was amazing. This was our first airbnb stay and we were a little nervous, so we really appreciated all the help from Alice and Maixence! Having the Rue de Martyrs nearby was a dream. Over the course of our stay we ubered and walked countless miles in Paris, but this little neighbourhood was our favourite by a longshot. Authentic shops and people, such beauty and the food!!! Popelini cream puffs! The best strawberries I have ever eaten from the market nearby. Wine! Cheese! The area has it all. Many thanks to Alice and Maixence for helping to make our trip to Paris a real dream come true!",B
6908064,"The apartment region is great, with many trades, bars and restaurants around.Apartment like the photos, with everything you need.
The building is old and access to the stairs (3rd floor without elevator) makes it difficult for those with large bags.
Ines was super kind, answered everything very fast and took all the doubts.",C
9270305,"We are delighted with our stay in Elisabeth's apartment.
It is very well located and bright.
Elisabeth is very nice and welcoming.",C
23125482,Best apartment I've ever had with Airbnb. So cosy and quiet! So well equipped! 1 min walk from Metro station. You won't find anything better at this price.,C
10347142,"I had a great time in Paris staying at Jerome's flat. The location is excellent (right by Centre Pompidou) and the communication with him was good. He let me check in early and he also gave some excellent recommendations for Paris. The flat is spacious, and I really felt at home. Would definitely stay here again the next time I'm in Paris.",B
3867204,"We had a wonderful time staying at Messa's apartment. It was coincidently located near several metro stations, all within a five minute walk. The apartment was clean and had several amenities which made our stay comfortable. He was a wonderful communicator and made sure we were comfortable and happy every set of the way. We would 100% stay here again, and would highly recommend to anyone interested in this venue!",B
30499946,"Everything was perfect.Communication with Juliette, the very pretty, warm, well equipped and very clean apartment.Thanks to Juliette that I highly recommend.",B
7235572,"The place is really confortable, clean and well equiped. The pictures are quite accurate. The internet works perfectly. Marie was really nice letting us arrive in the apartment early in the morning. The market downstairs has really good deals and you can just come up and cook in the nice kitchen. Multicultural shops as much as you like. You can see the metro station from the balcony. We went to Montmartre in a short walk. We can't tell much about how it is to go to the city center, etc. since we didn't explore this yet.",B
32232157,"Sarah is an absolutely wonderful host who was incredibly easy to get in contact with, always reachable and quick to reply.
The apartment is very accurately listed, Cosy and well located. The check in process was simple, and also Sarah had her partner greet us as well which was very nice. The apartment was clean and spotless and Sarah had left plenty of great tips about the local neighbourhood. I can’t recommend this place enough and would definitely consider returning",B
36547155,"Quiet, functional and comfortable accommodation, close to a metro station.
I was very satisfied with it!",C
25439485,"I highly recommend Sylvain's apartment.It is well located in Paris, very clean and well decorated.We felt there as at home.The kitchen is small, but faithful to the description.Communication with Sylvain and Carolina who sent me the keys went very well.Thank you so much!",B
8010773,"Had a wonderful stay.  Apartment is exactly as described.  It’s small, but perfect for a solo traveler/couple.  It’s top floor, so may not be the right fit for everyone.  I found it to be the perfect place to chill after sightseeing in Paris.  It’s not the place to hangout in all day, I think it’s too small for that.  Location is great, only one block from the canal and tons of local restaurants around the neighborhood.   There is a bar across the street, and the street noise could be bothersome for some, but it didn’t pose any issue for me.  I actually loved the people watching, the locals would sit at the cafe/bar in the late hours, there was a ton of energy within the neighborhood and that’s what I loved.",B
22313560,The flat was extremely well located and very easy to find. Anne-Charlotte gave perfect directions and was available to answer all of our queries. You won't find a more cosy spot for your city break.,C
34337617,"The apartment is really fabulous and cozy.The view overlooking the trees is very pleasant, the neighborhood is full of small addresses.Sumer is a very cordial and attentive host.Do not hesitate for a second!",C
2039764,"Emmanuelle is extremely welcoming and accommodating.

His apartment is very well located, and allows you to connect or a metro a large number of amenities, and activities.",C
1353282,"The apartment was really nice and comfortable. The location was close to the Roland Garros and the subway so it was perfect for us. Thanks a lot, we had the best time!",C
8019511,The apartment is quite cozy. Location and comfort was great! Definitely recommended,B
26979129,"Very well located, comfortable place.",C
8250349,The apartment was lovely and the location amazing.  Gilles made it all very easy,C
19819910,There were no clean towels and the duvet had some spots.It was also very loud in the street until midnight.Still we felt comfortable and had a nice weekend in Paris.,C
10534179,Very nice apartment and in accordance with the photos,C
22324502,"Simon is very kind and helpful.  I appreciated how quickly he replied each time I had a question.

Because he had no tenants immediately before or after our stay,  he let us check in early and check out late — very convenient for us.

We had never stayed at an AirBnb where the host lives.  We appreciate the trust, and especially leaving us enough coffee / tea / drinks in the fridge, and some snacks. The only thing that could be inconvenient is having only one key to the place but he did say the building manager could keep the key within certain hours.

Conveniently accessible to 3-4 Metro stations, a hip neighborhood vibe, boulangeries to choose from, several cafes / bars and brasseries, grocery store and street market also close by.",C
634680,"The accommodations was perfect, not so far from the metro, close to park, very quiet place, market or bakery over the corner. The host is a great communicator and his advice is helpful.  I can recommend the accommodation.",B
16219495,"The apartment was perfectly located, just in the heart of Paris. We could not imagine a better location! It was really close to the Champs Elysées and the Arc de Triomphe, so it was ideal for sightseeing. Thanks to this apartment we were able to get Parisian feeling which we were looking for :-) It was very cosy and fully equipped. Ayoub was nice and helpful. Honestly, there is nothing to complain about. We would love to come back!",B
32564885,Very good stay.THANKS,C
8184303,The apartment is wonderful. It has everything we needed. is very well situated. We had a great time. Sitting at the dining table and looking at the attic windows and chimneys across the way when the sun comes up or in the evening is magical.  When we requested a second front door key it came quickly. It is a perfect place to stay.,C
13651698,Great place and awesome host. The place was very clean and close to attractions. Karine was very nice and helpful about the area.,C
25391391,Wonderful nice apartment with a beautiful terrace. Very good connected to the whole city and only 20min away from Gare du Nord by foot.  Kate answers quickly to questions and was very polite. We would come back,C
23478549,"Arnaud is a really lovely, kind, really very friendly host!Very responsive, we can quickly treated with him!The apartment is very cute, has a lot of charm with the beams.Located in a really nice neighborhood with lots of good little addresses, the apartment is quiet because it does not give directly on the street so no agitation and the little extra is that it is close to the Republic station where you canFind a lot of lines!

You can get started with Arnaud, really, first time on Airbnb and completely satisfied!",C
22174447,"Superb apartment ideally located near the Arena hotel agreement.All the necessary equipment is present, you feel at home!
Léa is a great host, responsive, accommodating and very welcoming !!THANKS !",C
3626934,Me and my girlfriend had a great stay in the apartment. It's very convenient to the metro. The apartment itself is spacious with a planted terrace we enjoyed eating on. I would highly recommend a stay in this apartment.,B
21726168,"Stephanie’s apartment was so special - a completely unique space in one of the best Paris neighborhoods. Yes, it’s a little journey up to the top floor, but no different than a New York City walk-up! The space itself was so stylish and cool. There was so much natural light by way of antique stained glass windows. A beautiful accent to a great weekend in Paris!",B
7434340,"The stay in Lucie's apartment went very well.This complies with the description, clean, functional, calm and ideally located in a lively and warm district.Lucie is also responsive to requests and messages.I recommend without hesitation!",B
32278714,"Lovely apartment located in Montmartre, 5 mins walking distance from Sacre Coeur and access to metro station just around the corner!!",C
22289904,"Other guests indicated the place was clean. It was not. The floors were dirty, the refrigerator had rotted food and was packed with little room for a guest. The owner has a locked large walk in closet and stated she would empty the one near the bed. It too was filled with clothing.. only 2 dirty dusty shelves so I lived out of my suitcase. Even that was hard as her stuff was everywhere. Unlike the photo showing a nice open room, the space was filled with 2 broken chairs, a bicycle and stuff piled up every where. The wrong code for the lockbox was sent but luckily she quickly responded with the right one but after a long flight, this was annoying. The bedroom is actually in the floor below the ground floor which is a converted ’cave’. She has a dehumidifier running but it was noisy so if you turn it off at night, it gets damp.  She claims it was recently renovated but it appeared very run down and dingy.  Maybe I am too fussy in light of the other reviews and admit it was not expensive...still as I come often to Paris for work, you can find better. I suggest she perform a major declutter as there is stuff everywhere and no space for even one guest. The place needs small repairs everywhere...sagging shelves, leaking drain pipe by the toilet. Loose light switches and plugs of which many don’t work.",B
26515816,"I had a great time at Anne-Claire's place! Excellent location good places to eat near by and great transport options. It was like being at home and the big tv was very helpful considering the cold weather outside during my stay. Heating worked well, the kitchen is small but very well organised and working well.  I would only advise to leave the place a little more tidy and offer a rack to hang clothes for travellers that like me are visiting Paris for work.",B
18233509,Great little apartment for two whilst staying in Paris. Loved the vibe of the area! The apartment is close enough to the action but has privacy from the city’s busy streets.,C
9344307,"Florence was amazing. Beautiful place, really convenient to go central, surrounded with shopping sprees. There are loads of great places to go eat too. It was a great experience.",C
4843348,"Small clean, functional, pleasant, well located apartment.I recommend without worry.",C
2742834,"The apartment was exactly as pictured -- an adorable, stylish place with a comfy bed and a great bathroom and kitchen. Carole was very easy to chat with before I arrived and during my stay, and she checked in to make sure everything was going well.
She also had great recommendations for bakeries, cafes and restaurants in the neighborhood.
I loved that there were two subway stops within walking distance, a Velib bike stand right outside and a the beautiful park Buttes Charmont right next door. Definitely a perfect location if you have events at the Parc de la Villette or you need to be on the northeast side of the city.",A
6091393,"The apartment is in a perfect location, and is well equipped. Margaux has been very kind and flexible. Thanks for all.",C
9071245,"Virginie received me very well.Virginie is a jovial and welcoming person.It is also a precious source of information on its neighborhood and in Paris.

The apartment is clean and very cleverly furnished.It is located close to transport and shops in a very lively and lively area.",B
18168857,"Apartment ideally located, well equipped and quiet.Mélanie was reactive during the stay.We recommend this accommodation and will not hesitate to repeat the experience with this host if the opportunity arises.",B
11836129,"Very nice apartment, ideal location to move easily, warm and very accommodating host, I recommend!",C
16219495,Great location and comfortable bed. Ayuob is a very nice and helpful person.,C
35080094,"It is a cozy space, full of light! . Near metro. Super confortable  I wouldn’t doubt in come back!!!",C
5431201,"Nice charming apartment in a great area. Surrounded with nice restaurants. And a canal right in front of the house where locals meet for drinks after work and hang out untill late. We joined them and had a lot of fun. (When you shut the window it's really quiet in the house, so you don't hear the noise from the street). Would definitely recommend this place. Oh and Balthazar, I really liked your interior. ",B
19202213,"Very pleasant stay with Thibault.The apartment is spacious, clean, and well located.Everything was very simple in check-in/out, and communication.To recommend !",B
25255503,"Zoe and Aurelian's flat is in a great area, close to cafes, restaurants and the metro. It was easy to walk to the River Seine and to find many other interesting places. The flat is compact, with 4 sets of stairs to climb- dont bring big luggage! We had everything we needed for a good stay in Paris and Aurelian gave us good information about things to do and places to go.",B
7049286,Thanks to Anne Sophie who has a perfectly decorated apartment well located.Anne Sophie was very available to answer our questions.I recommend Iu.,C
1507475,"Rebecca was always in contact with us, and she responded very quickly to all of our questions. The apartment was very nice and seemed to be newly remodeled. It was also in a good location! She left good instructions on how to get there, and there was no confusion. I would definitely recommend her place!",B
