review,label
We enjoyed staying in Margaux x s place The location of the apartment is brilliant it located between Opera and Montmartre and subway access is blocks away It is surrounded by a lot of restaurants and stores I feel myself very safe in the area at night It is km away from the Louvre and km from Arc of Triumph If insist you can go to the attractions on foot The interior of the apartment is modern and cosy I never checked with Marguax but it seems newly renovated don x t be fooled by the pictures it is way better by what you see on the AirBnb pictures Margaux is welcoming and nice Email traffic was quick and easy and upon arrival she explained everything to us in details Again I enjoyed the time spending in her place and I will do it again next time when I find myself in Paris,A
The apartment is situated in a lively neighborhood Very convenient y to visit Paris The apartment is great freshly renovated and totally corresponding to the description Communication with the host was very easy I would definitely recommend this place for your stay un Paris,A
"You can book this accommodation with your eyes closed. Just open them to discover this very beautiful apartment and the charming neighborhood on foot or by transport. The accommodation is spacious, nothing is missing Pierre was available I recommend",A
Superbe Location Clean etc Everything is great No more word Perfect,C
We loved staying at Katia s apartment The location couldn t be better the Montorgueil neighborhood is our absolute favorite spot in Paris It has a really dynamic ambiance and there are loads of great restaurants The apartment itself is great super quiet and calm essential when you need to get some work done and equipped with everything you need to cook at home and relax,A
Katia x s apartment was perfect for my solo day trip It was such an easy train to and from CDG airport a minute walk to pick up my museum pass and right near the bridges for early morning walks The only negative to being in the center of everything is that it x s really loud at night so bring earplugs but she also provides them which is very kind Highly recommend this apartment,B
No chair or table Bedding missing slats on one side of the box spring It's okay for one person,C
Even though it s not in a central area this beautiful house is perfectly located for traveling to the city center or other parts in Paris Being in a more residential area there are tons of local boulangeries and grocery stores within short walking distances which was wonderful We were absolutely stunned at how nice and beautiful this place was as soon as we entered from the impeccable decor and high quality of furnishings The photos are accurate portrayals which I was a little doubtful about since it was at such a reasonable price,A
Wonderful house with good location Would definitely come next time in Paris,B
Overall a very pleasant stay in a Parisian apartment quiet space close to metro and Gare de l East and Gare du Nord,B
Very comfortable spacious and sunny design apartment located at the th floor of the rear building Check In and Out was uncomplicated Sophie was always available when needed and provided us with valuable information concerning dinner spots The area around offers many opportunities for shopping food and sightseeing,A
The room is clean convenient and has good access it is located near a subway station cafes and a supermarket Even if you want to stay a long time there is no problem You can use its kitchen the washing machine and nice bed The security of the room is fine as well The owner is also so kind and responses are quick I could spend really nice time in Paris thanks to Ling,A
Great day in Paris The apartment is great and ideally located I recommend,B
douard was a great host He waited patiently for us to arrive even though traffic caused us to arrive a little later than expected He showed us around the apartment and made us feel very welcome The apartment was exactly as described and pictured on the website and it was in an ideal location for exploring Paris The neighborhood in Pigalle has everything you could need or want including grocery stores restaurants bars subway and shopping areas We would definitely consider this apartment again the next time we are visiting the City of Lights,A
The appartement was very stylish Location perfect Very close to the metro and especially Moulin Rouge,C
The apartment flat was real It had more than what I could have asked for The bed was soft firm and very comfortable The washing machine was a big plus Centrally located in a very nice neighborhood I felt like a true Parisian staying there Highly recommended,A
I have not had the chance to meet Marine personally but heard only good things the hood is lively without being too noisy nice foot walk to notre dame as described it is tiny but has all you need,C
"We have been at Thibaut's house. In general, it is quite good, close to the metro and if you want to walk, you can be in the center in half an hour. As soon as we had a question, our host resolved it for us immediately. Well, we will repeat",B
Just noted that there is a everyday street fair in front of the building,C
It was a great stay Great French style apartment with a wonderful atmosphere,C
"HOST I stayed three days with my girlfriend we were welcomed very well the host speaks Italian he was punctual both at check in and at check out fast and complete in the answers before checking in APARTMENT The beautiful and welcoming house has a living room with kitchenette and a quite large bedroom with a balcony overlooking the main street and a truly beautiful view. The apartment is located on the top floor of an elegant building located in a quiet area, convenient and beautiful to walk around. All the essentials are provided: towels, coffee, tea, hairdryer, oven, stove, cutlery. plate and pots We found the house really clean and the bathroom very fragrant Even though it is on a street with the windows closed you can't hear any noise The heating is good if turned to the max even too much PUBLIC TRANSPORT well served by public transport at the foot of the building there are the bus lines and with which you can get directly to Op ra mn Louvre mn Gare st Lazare mn To take the metro or the RER just walk for minutes or minutes by bus or to Luxembourg but it is more convenient to travel by bus unless it is not necessary to cross the whole city at that point the RER and metro are faster Easily accessible from the Gare de Lyon station by minibus Furthermore, within walking distance of the property there is the Autolib car sharing station and the Velib bike sharing station CONCLUSIONS the welcome was excellent, perfect apartment for couples, welcoming, clean and convenient to services in a quiet, non-degraded area without crime or unsavory people. Furthermore, just a few meters away there are mini markets open even at night. I highly recommend the Bogdan apartment",A
Cute apartment very close to the Pasteur Institute where I was visiting and close to everything The hosts were helpful with my complicated check in schedule I had a wonderful stay,B
Our first experience with Airbnb and we couldn t have chosen a better host and location Claire s description of her apartment was spot on and she responded fairly quickly throughout the process Immediately after greeting us she made sure she showed us the door code how to make coffee turn on the tv and set up the couch bed which we really appreciated especially in our jet lagged state Shortly after that Claire went above and beyond to make sure we knew about restaurants close by including the best baguettes metro stops her apartment is extremely close to two and the sights of course Sacr C x c ur is just five minutes away As far as Claire s apartment it was exactly as pictured We were comforted and charmed by it As any vacation done right we hardly spent time there when we weren t sleeping but it was so nice to open the windows for breakfast and at the end of the day It felt like a safe location as well We took a taxi to Claire s apartment when we landed at CDG but it is also extremely easy to take the train back to the airport from the Pigalle station Took us min in the early morning I would search for Claire s apartment for a return visit to Paris It fit so well with our experience and settling in for so long Claire s hospitality was icing on the cake,A
J r my Abbesses J r my,C
Messa is a great host He is very responsive and communicative His place is the best place and worth your money Definitely we recommend his place,B
Anne Marie s apartment is perfect and she is the best host you could wish for The location is great easy access from the Metro and walking distance to the Sacre Coeur and Mont Martre It was perfect for the two of us with everything we needed a big comfortable bed and lovely big bath The stairs to the apartment kept us fit too The lovely Anne Marie greeted us when we arrived and kept in touch during our visit to check everything was OK and gave us great tips for places to visit and local amenities All in all it was ideal We would definitely recommend to anyone visiting Paris,A
Anne Marie was very helpful from the start and even sent us French phrases to practice for our trip These came in handy The apartment was great and really gave us an authentic French experience The location is close to the metro less than minute walk and was easy to get around the city Wonderful bakeries nearby we tried several This apartment is highly recommended,B
Great view of Sacre Coeur Thanks Sophia for curating this space so others may experience a slice of parisian life,B
Hugo x s space is really good close to metro well decorated and equipped,B
Gabriel s home is quiet beautiful and exactly as described I was very convenient for us arriving on the Eurostar from London just a fifteen minute walk The neighbourhood is a great starting point for walking Paris and Gabriel is a kind and welcoming host Thanks so much Ida Theo,B
Studio location is in best neighborhood you would want to be in Paris Everything you would want to see and visit is minutes walking distance Apartment has a welcoming aura with all the necessities for a short stay Host was considerate and communicated before our arrival to let us know of the amenities that she was providing Highly recommended,A
The apartment itself is lovely and has everything you need for a short break in Paris The hosts were even kind enough to leave us some tea coffee and snacks for breakfast The location is ideal a quiet building in a nice neighbourhood but within easy walking distance as long as you don t mind stairs of public transport links and tourist spots like Sacre Coeur We would definitely go back to Jane s apartment,A
Perfect,C
My boyfriend and I had a very nice stay at Hugo's The apartment is located next to the Metro line which allows you to cross the entire city really well for visiting The neighborhood is full of life Lots of restaurants nearby Hugo responds very s quickly to messages and always available to answer our questions The apartment is clean and large I highly recommend,A
This is a lovely little apartment just underneath the Sacre Coeur It is very homely with lots of personal items around the place The bed was comfortable and we slept really well worth closing the outside shutters to the bedroom The small kitchen worked well for us and was well stocked with all we needed The shower was good plenty of hot water We were in Paris for days and for most of them we walked to the M metro and caught the train to St Michael x s fountain which took around mins in total Sarah checked in on us via the Airbnb app to see if we were okay Being able to stay till on the day of departure was really helpful Would highly recommend this place if you are planning on a city break in Paris,B
I can t tell you enough how great the location is You re minutes maximum from the main touristic attractions But a majority are a lot closer The metro is a short minute walk and there s a convenient bus stop across the street I was extremely surprised with how accessible everything was from this Airbnb This apartment is suitable for one person or two people that don t mind giving up their privacy since the apartment is not that large in size Thibault is a very accommodating host and I m so grateful for his attentiveness whenever we needed him Thank you,A
good value for money,C
Katia Sebastien s apartment was located in a fantastic area of Paris super central and easy access to everything you could need Apartment was cosy and perfect for our time in Paris Would stay again,B
Very cosy but vibrant apartment and good location Anne charlotte was a very responsive and helpful host with some great suggestions,B
Cyril was incredibly hospitable He even came down to welcome me at close to in the morning I enjoyed every minute of the stay He was helpful to point me in the direction of a few shops just down the street what a great location and an awesome old building The apartment is a great space and had everything I needed The bed is comfortable and the water pressure is excellent Cyril was there to answer any questions I had and always responded promptly Thanks again Cyril The best to you and your family Merci encore Cyril Le mellieur a vous et votre famille,A
Lovely space we found it clean and very well located in Paris It was quiet so we slept well We enjoyed using the kitchen and the neighborhood market Benjamin was very responsive to any issues we had,B
Sadra was an excellent host with an excellent apartment It was perfect space and location for my husband and I for our first visit to Paris We walked everywhere from Sadra x s place it was so close to everything We also used metros in the case of a long day We would stay here again if we ever make our way back to Paris,B
"The apartment is well located and it is exactly like in the photos, ultimately everything went well",C
Super apartment very well located near the metro and bus next to well-equipped kitchen and high-speed internet available All the rooms offer beautiful light We had a pleasant stay Don is a quality host he welcomed us well and was available for any questions during our stay Accommodation highly recommended,A
Clean and well located accommodation Alexia was available to answer my questions throughout the trip,B
Anne is a super host She took her time explaining to me everything in the flat she kept space in the closets House was very clean She was always available when i had questions I highly recommend her place Thanks again Anne for everything,A
"A truly bohemian warm and welcoming apartment equipped with everything you need made our Parisian stay truly pleasant. Both the metro and the bus stop are very convenient, practically under the house, with which you can reach any place in the city in a short time. The lively Belleville neighborhood was a pleasant surprise Excellent communication with both Sylvain and Carlina who provided us with the keys A place where we would gladly return",B
Lore was a wonderful host and the apartment fit the description perfectly Everything went smoothly we couldn t have asked for more The nearest metro station is about a two minute walk from the apartment it s a walking distance from the Eiffel tower and there are a lot of nice restaurants and bakeries very close to the apartment Thank you Lore once more,A
Me and my two friends stayed for days in at Victor x s place It was great We loved the appartment and where it is located Thank You Victor,C
Great apartment ideally located only minutes away from Gare du Nord Very cosy feeling and decorated with good taste A few people are staying outside in the street but we weren x t bothered Thanks for the great flat and hospitality,B
The place is nice clean has metro lines close by supermarkets restaurants bakeries and the Eiffel Tower The internet is amazingly fast Globally very good place for a couple of days in Paris Also it has both nespresso and filter coffee machine And elevator which is super convenient,B
Nicolas place is a nice little apartment in the heart of Paris Conveniently located walkable distance to most attractions and train stations Nicolas is very nice and responsive His restaurant recommendations are great The only complaint is that the owner s personal belongings are taking up too much space of apartment There is no wardrobe to use so we have to scatter our clothes around the house,B
A good choice convenient location spacious apartment responsive host It was cold so we had the windows closed but there was absolutely no noise from the street and with a little noise from the apartments above and around To keep in mind the elevator is very small not even as deep as the width of an airline seat The stairs are good all steps the entering and exiting the shower is tricky a big step up with nothing to hold on to,B
Justine s flat is perfect for a few days in Paris Ideally located in a very nice neighborhood you have everything you need on walking distance The flat itself is so charming and comfortable also very luminous Justine was very communicative and her sister kindly assisted for check in Thanks a lot both of you for your hospitality Highly recommended,A
Great studio for a single travelers or a couple The area and the locations are amazing The check in was not so smooth but I arrived late then expected The kitchen was fully equipped and also with some food and drinks Great stay,B
It was conveniently located clean and had everything a traveller would want even a washer dryer,C
Juliette was an amazing hostess very kind and helpful It was a pleasure to stay in her apartment,C
In apartament was everything you need The flat is clean kitschen is very functional and bed is also convenient Very nice and quiet courtyard We defenetly recommend,B
Quickly responsive and very good explanation for arriving at the apartment,C
Benjamin s friend met us and made us feel welcome The house was spacious well furnished and great accommodations for our week long stay The unit is in a fantastic location right in the center of paris and is a min metro ride from anything worth seeing in Paris Highly recommend staying here especially since Ben is a new host and will likely make some minor improvements to amenities,A
"Friendly, quiet and comfortable apartment And Priscille takes great care of her guests",B
"Camille's beautiful, very bright and characteristic apartment is on the seventh floor without a lift but has a breathtaking view of Montmartre Camille is very helpful and also his friend Pierre who welcomed us in his absence we recommend it to you Paola and Ettore",B
It was a great experience staying at Noam x s very cute apartment It is located in a lovely area near Sacre Coeur Many restaurants and shops located nearby I would recommend his apartment to anyone visiting Paris,B
We had a wonderful stay in Marines apartment The communication was from the beginning uncomplicated and Marine responded always quickly The apartment was clean cozy had a very nice view and is really good located and connected Also the layout is perfect for two guests I would like to stay in Marines apartment again and again,B
best view of Paris I ve seen yet clean and convenient place and area Simon is a great host also helping make my stay there just perfect highly recommended accommodations,B
Fr d ric s house is cosy and welcoming and has everything you need for your holiday Although it s not a big house the space is well organized so that you can have a comfortable stay The location is amazing because the Sacr C x c ur is literally behind the house and you can reach it in less than two minutes by foot There are also two metro station close to the house We had not the chance to meet Fr d ric but he has been very kind and friendly,B
Staying at Edouard s was a brilliant experience and would definitely recommend it My girlfriend and I visited Paris for a short weekend away and had an amazing time The apartment itself is very spacious and has a really good feel to it particularly enjoyed the luxury of having breakfast on the balcony in the morning It s in a fantastic location and a great base to explore the city just a short walk from numerous metro stations Ed was really helpful when it came to picking up the keys despite us arriving late and had some great recommendations in the local area to explore in the welcome book Would definitely stay again,A
In a few minutes you will discover friends and a comfortable base that already seems familiar to you.,C
Victoria was a wonderful host Super flexible and communicative Her place is so lovely and peaceful Would absolutely stay there again,B
A nice old apartment in a beautiful very clean building The neighborhood is fantastic public transport restaurants groceries stores We didn t meet Andr a but she stayed in communication constantly and answered all our questions immediately Her friend Jessica received us and was extremely helpful I would have given a stars review had it not been for the bathroom It might be perfect for young people but not for seniors To get in the shower you had an inch step up with nothing to hold on to and getting out of the shower was even more dangerous,A
"We had a very warm welcome from Adrien and Cécile They are very friendly, responsive in discussions and accommodating The apartment is really comfortable and clean in a pleasant area Very close to the metro I recommend",B
This is a really nice one bedroom apartment just minutes walk from Denfert Rochereau where you can easily access the RER B and metro lines and Although a little more residential than places closer to the city centre and tourist areas you ve got easy access to anywhere in the city from here The apartment is clean and spacious with a well equipped and clean kitchen The street building is very quiet and peaceful Camille communicated everything very well and arrival was seamless Ideal for a solo traveller or a couple visiting Paris,B
Very quiet and very well located apartment Perfect for a stay,C
The apartment is very well located at the foot of the Montmartre hill and opposite the Pigale metro station. The apartment conforms to the description and photos presented. It is very well equipped and very clean. The reception is very welcoming. friendly with the necessary explanations for proper use Very good day,B
"We had a very good stay. Marine's apartment conforms to the description, well located and there was everything we needed for a day's stay. I highly recommend",B
"nice, clean and lively Parisian apartment We feel good inside, it's quiet while being in the heart of Paris The elevator is only on the first floor so not useful for the second floor very good communication with the owners",B
Was a really good base for my first month in Paris Quite basic but in a really great area and the host was very communicative The only issue I had was the key wasn x t there upon arrival and was only available to get it the day after my arrival and the shower is a bit temperamental but apart from that I had a great stay and really recommend the host,B
Wonderful place Close to public transportation Fantastic view Above all great host Highly recommended for or people,B
"J rme is a pleasant person and very attentive, his accommodation is also very well recommended",C
Great flat nice location everything was exactly as showed in the pictures Was a super pleasant experience Carole is very warm and welcoming,B
This apartment is as beautiful as it looks in these pictures What these shots can t show is how perfectly situated it is in a quiet courtyard with other atelier conversions For my money the e is an arrondissement to call home There is plenty to do locally and its easy to get to tourist central if you must If you find this place available for your dates don t hesitate,B
"The apartment is a dream, decorated with many details that make it very cozy. Despite not being in the center, the subway line takes you anywhere in a very short time. Plus, the stop is right in front of the portal. Helene has been very kind and has responded to our messages very quickly. I highly recommend it and will not hesitate to return.",A
Pretty original apartment well appointed right next to the Simplon Metro In the neighborhood there are very good restaurants with exotic and French cuisine with fair prices Very warm welcome and good communication I recommend,B
??????? ????????????,C
The apartment of La titia and C cile was very comfortable clean and charming Everything went splendidly and as hosts Laetitia and C cile were very warm and amiable Therefore I gladly recommend their beautiful flat,B
Clemence has been so helpful even before we got to Paris very clear communication and was friendly In their lovely apartment they provide very good advice and instruction about the local area Very helpful,A
Rmi is a perfect host and his apartment is very pleasant,C
Everything was perfect Top apartment and ideal location for visiting Paris A real cocoon We keep the address carefully Thank you Edouard,B
Fantastic place No mi was extremely fast to reply and very friendly The unit was spotless and has everything that you need from a nice shower to a well equipped kitchen to even a queen size bed The location is also incredible Right in the heart of Le Marais The Paris Metro Line is only a minute walk away and will take you to or connect you to another line to go basically anywhere in the city Would recommend her place to anyone,B
Fantastic apartment and a great way to experience the Paris lifestyle Very comfortable and cozy with all the necessities included to make your stay an enjoyable one I ve been in quite a few hotels in my lifetime and this apartment is close to the top of the list It was very clean neat and tidy A great location that was walking distance to everything that we wanted to see I must say walking the streets of Paris and taking in the atmosphere was just awesome especially in this neighbourhood The apartment is also close to every means of transport if you need it Due to the excellent WiFi internet I was able to research and plan each day perfectly Our host provided very good information about getting to and from the airport Thank you Sebastien We had a great introduction to Paris,B
"??????? ???????, ??? ???????????, ?????? ??????? ????????, ? ???????? ??? ???????? ????:?????, ??????, ????????? ? ??. ???????????? ???????, ????? ? ????? ? ??????? ???????????????????????. ???? ???????!",C
"Great stay at Marine's place Very pleasant apartment, beautiful decoration and not overlooked Close to the metro and the Stade de France Just perfect Thank you Marine",B
Me and my partner enjoyed very much staying in Jerome s place It is perfectly located in a small street with metro bus stations nearby as well as restaurants and caf s Although its bedroom and livingroom are turning to the street on the ground floor the windows block the noise perfectly The internet worked well most of the time we worked remotely while staying there and there are multiple workstations in the apartment so we had our space to work and have meetings separately Other than that Jerome was an excellent host very responsive and helped us with whatever we needed His mother Jacqueline was the one to greet us upon arrival and she was very kind and friendly Thank you Jerome and Jacqueline for a perfect place to stay in Paris,A
Amazing hideaway right on the river making for a gorgeous walk out and in over the bridge We loved this spot Gorgeous old furniture and wall decor located on a small park with restaurants below,B
"Sophie is a charming and available host She listened to us and gave us excellent addresses in the neighborhood L x brand new apartment in a very nice building is well appointed In a quiet street and not all the amenities A small Haven of peace in the th, this neighborhood rich in diversity and friendly We had a pleasant time at Sophie's",B
"the apartment is full of charm, a real little quiet nest",C
Peefect location the host solves a little trouble with towels and bed sheets at the moment we arrive We enjoyed our stay a lot,C
Very nice apartment in the center of Paris Very quiet and well equipped we had a very good stay at Florence's,B
Very good stay at Alexia's The apartment is perfectly located and very pleasant to live in Alexia was very available to answer our questions and very accommodating for our arrival and departure We recommend this address,A
"Spacious and very pleasant apartment to live in, there is everything you need to feel good in a very nice neighborhood",B
Great apartment Very comfortable very well located very clean Super host very responsive and available at the top,C
"Beautiful apartment as described in the ad, clean, spacious and cozy The location of the apartment is also perfect if you want to travel from the Gare du Nord I was warmly welcomed by Marie Christine with a bottle of Natalia wine as well as her beautiful m re were available during the entirety of my trip My stay was therefore very enjoyable and I felt at home",B
We had a beautiful time in Amelies apartment Although Amelie couldn t welcome us personally she was working overseas the communication with her was quick and she was very helpful Suzanne her friend gave us a warm welcome and introduced us to the beautiful apartment Everything was clean and we loved the cozy interieur I loved the balcony we enjoyed several glasses of wine and enjoying the beautiful summer evening sky over Paris The bed was fine and the bathroom decor with the modern shower was excellent Amelie informed before booking about the missing kitchen but it didn t bothered us We enjoyed our start of the day with an amazing croissant and pain au chocolat at the Boulangerie Alexine right across the street highly recommended and you will find a lot of restaurants and cafes near the apartment We had a beautiful weekend and hopefully we will come back soon,A
A clean quaint apartment in a great location if you want to walk to Sacre Coeur and Montmartre The apartment is a twisty long walk up many flights of stairs so pack light It was nice to have a small living room to relax and a kitchen dining table for cooking our own meals,B
"??????? ???????, ??? ???????????, ?????? ??????? ????????, ? ???????? ??? ???????? ????:?????, ??????, ????????? ? ??. ???????????? ???????, ????? ? ????? ? ??????? ???????????????????????. ???? ???????!",C
It was great stay the flat is cozy with a lot of useful trinkets exquisite design many books sculptures pieces of art Nice private garden for morning cup of coffee,B
Apartment very well located we don't hear the noise from the street and yet we are in the middle of the city The place is very well arranged everything in its place There is no elevator but that is quickly forgotten when you see everything there there is around Very good day,B
Claire and Peter s home was beautiful and warm in what I consider the most desirable neighborhood in Paris It was an absolute pleasure spending time in this modern and charming apartment At no moment is the love and care they put into their home lost on any guest I would absolutely come back,B
Apartment perfectly in accordance with the advertisement Receiving the keys was very simple as was returning them It is very well located in relation to the metro entrances only a few minutes on foot and it is also close to a very good little bar brasserie I recommend without hesitation,B
Yes it really light and cosy flat really perfect interior and good location Everything matches the description The owner Georges is friendly and intelligent person All the time we had the feeling that we are guests in the best of friend In Paris there are many wonderful places to visit One of them Georges s flat,A
Very warm welcome from Karine Charming clean and tidy apartment Very good day Thank you,C
I enjoyed my time at Thibault s apartment Thibault was a good communicator always responding in a timely and friendly way The apartment is just north of the Marias so easy walking distance to the Pompidou or Mus e Picasso lots of caf s restaurants and boutiques The apartment itself was on the second floor not too many stairs and was large clean and uncluttered It was a pleasure staying at the apartment,B
"Great stay at Ana's apartment, very functional, clean and well located",C
Very good day and excellent welcome Thank you,C
Very good day exchanged by SMS with our host regular and almost instantaneous hence our complete satisfaction Thank you Sverine,C
Already the welcome from Flora is wonderful We stayed for a while chatting like almost friends The apartment is really well located ideal for a romantic moment Everything is cozy under the slope mind you without an elevator but the view of Paris is at the end of this effort The neighborhood is both close to the center and very quiet,B
Great location,C
Very nice place a little bit small but very well located Sibylle is a very nice person and you ll have all what you need for a comfortable stay,B
Speedwell,C
The flat is very nice and clean It s close to many bus stops to shops and pubs It s not very close to the city centre but it s right next to the metro so it s easy to get anywhere you want Juliette was really nice communicating with her was easy I recommend staying there,B
"studio well located, attentive and available, good value for money",C
We had a great stay at Florence flat It is very cozy and stylish Aldric the Co Host we met was very helpful und kind From the park Belleville you have a great view of Paris and it x s just a minutes way away from the apartment We would come back again,A
Perfect accommodation quality host,C
Alexandra is great and very welcoming,C
Mallory s place was very adequate and I stayed there for a week my wife also for days The size was good the bed comfy and all was very clean The noise in other reviews was not an issue for us at all Did I mention location can t be beat safe and central Mallory also was very good and quickly purchased some essential kitchen items I requested coffee maker He was good Improvements to make the flat better would be a sofa the existing one is a futon and doesn t accommodate old bodies well A week of walking around Paris necessitates a place to relax And a small table to eat and surf at would also greatly enhance the flat Overall good value,B
"Impeccable location minutes walk from the Sacr c x c ur ideal for an evening stroll The neighborhood is very colorful which gives a very nice atmosphere Metro proximity close to the stations James was not able to receive us in person but he arranged to leave the keys in a bar around the corner Getting them back was very easy If you want to cook yourself the kitchen may be a little lacking in equipment but did the job Excellent value for money if you are looking accommodation for a short stay in Paris, pleasant and inexpensive, I recommend",B
Johanna has a lovely apartment on a quiet street right near the Montmartre cemetery She is super nice and was really easy to communicate with about arriving and departing times I highly recommend staying at Johanna x s place,B
"A very comfortable, very practical, very quiet apartment Camille decorated it with great taste She was particularly welcoming We highly recommend her accommodation",B
Great appartement Good location near several metro stations The appartement looks even better in real life then on the pictures Only the WIFI is not so stable but good enough to search on google maps and nice restaurants in the neighbourhood I would recommend this appartement to my friends,B
Excellent welcome Functional accommodation ideally located for visiting Paris Very friendly neighborhood To recommend,B
We are so glad we decided to stay at Andrea x s home in Paris We had a great selection of restaurants around us it was close to several metro stops and the Gare de Lyon station The space was more than enough for two people and it was sweetly decorated with lots of art we were big fans We had a bit of a mishap with transportation from the airport to the apartment and Andrea was kind and accommodating once we arrived Highly recommend,A
Nice flat at Belleville Emilien is alaways available,C
I really loved staying here during my time in Paris The apartment is in a prime location in the Latin Quarter and I was able to really experience what it was like to live in the heart of Paris Alexandre and his mom who helped me check in were very prompt in their communications and went above and beyond to make my stay comfortable I strongly recommend staying here especially for someone looking to stay in the historical part of Paris close to all transportation options both the Metro and the RER and near great cafes,A
Superb apartment perfectly located for discovering Paris Metro right next to the apartment Restaurant available and open late in the evening The apartment is even more beautiful than in the photos Jean Baptiste is very welcoming and very good advice for discovering the neighborhood I recommend strongly,B
We loved our stay at the apartment the perfect place to stay and discover the cool th arrondisement Emilien was more than helpful We really liked his artistic vintage taste and will definitely recommend to friends,B
Very charming apartment in a charming bustling neighborhood where real Parisians live Lou is a wonderful host Very responsive Highly recommended,B
"Magnificent all-wood apartment built in the heart of the Butte aux Cailles district, we had an exceptional stay at Yannis's if you are lucky enough to be able to stay there, don't hesitate",B
"very beautiful, bright and cheerful apartment in a lively area Severine actually invites us to her home We just have to guess",C
We had an excellent stay at Henry and Fanny x s place We did not have the opportunity to meet them as they were travelling but they were thorough in their communication before our arrival and their concierge who was absolutely lovely checked us in There are so many places to stay in Paris and we had booked this apartment after our original booking had cancelled in the few weeks before we were due to arrive I think this apartment was ultimately better than what we had originally booked It was as listed the area was great lots of restaurants cafes and grocers near by very well connected to the metro building was really secure We walked from the apartment to the river in about mins There was also some lovely perfume and toiletries waiting for us upon checking in a really welcoming touch My friend and I utilized the bedroom and pull out couch and both were very comfortable sleeps We had no issues at all during our stay it was really lovely Thanks again Henry and Fanny for letting us borrow your space for our stay in Paris it was absolutely lovely,A
The apartment perfectly conforms to the description Its location has a double interest Very close to the hyper center with tourist hotspots and right in the heart of a very lively neighborhood a super market with shops of all kinds just a stone's throw away. a real neighborhood life and it is very pleasant to discover this aspect of Paris The apartment as such is very functional bright there are very positive vibes we feel really very good the neighborhood is calm the bedding is very good And the exchanges with Emmanuelle were excellent Nothing to complain about I recommend,A
Alexandres apartment is a perfect respite in busy Paris The location is fantastic both when getting to from the airport but also to get around Paris Subway and RER trains as well as buses are minutes walk away and you re literally steps away from major sights like the Notre Dame We arrived at a slightly unfortunate time and neither Alexandre or his mom were there to meet us Still Alexandre arranged for the concierge of the apartment building to welcome us and show us around Even though she did not speak much English she was a joy to meet and she very much made us feel welcome my knowledge of French helped Alexandre himself was also very communicative around our arrival to make sure we got to the apartment safely The apartment itself makes very good use of the small space It has a fully functioning kitchen with a nice bar that we made good use of for both breakfast and relaxing at the end of the day We appreciated the actual bed as opposed to a fold out etc although it was on the firmer side and the bathroom was very nice During our stay Alexandre s mom made it a point to stop by and ask how we were doing This really shows how Alexandre and his mom cares for their guests and it is indeed genuin Her homemade evening treat made us feel very welcome and special All in all Alexandres apartment is a terrific base for your ventures in Paris and we would definitely stay here again on our next trip,A
"???????? ?? ??????? 4. 
??????? ??????? ??? ????????????? ???-????. 
????????? ??????? ????? ????????? ????? ? 3 ??????? ?? ???????? + ?????? ????? ????? ????????, ???????????? ? ?.?.",C
Yalma was an excellent hostess Very communicative and ready to give us facilities She even left us breakfast for two days The apartment is perfect for two people Spacious and bright The neighborhood is great to visit the city near several metro stations and in a very lively district I would definitely recommend it to anyone visiting Paris,B
Pleasant studio in a good location Perfect for a couple I highly recommend it,B
B r nice is very kind and available for any questions The apartment is really very good and the neighborhood is quiet I recommend without hesitation,B
"Clear indication for arrival at the accommodation, easy to match my arrival and handing over the keys, I was alone so my accommodation was very good for me",B
The place is just as shown in the pictures nice tidy and clean We were people and the apartment has the right space for us The bed is comfortable even for tall people couldn t say the same about the washing basin but still it created no troblues The shower is nice and quite wide the kitchen is abslutely well furnished if you re not used to electric kitchen you should better ask instructions when you arrive but it is easy The location really is nice as Nathalie says you just need to get out at the right metro station and you ll find a nice area with venues and bistrot There is also a small but nice market near there and a bakery Metro stations are close and get you everywhere you want in Paris I definitely reccomend Nathalie s apartment,A
Stop looking for apartments now This is the one you need to book Andrea worked with us to check in after a very challanging travel day and was the perfect hostess Being this close to the train station you can get anywhere in paris and surrounding areas in a short time Being this close to the station it is very quiet and lots of essentials near by food markets restaurants pharmacy post office etc This is the vacation place for you,B
this place is hidden off the main street so is very quiet This location is perfect for getting around Paris We found the use of the underground train easy and stress free The station is less than m from front door The house is not in a tourist area so you get the real deal Plenty of food options in the street below The apartment is homely quiet and cool Hugo is easy to communicate with I recommend,B
Everything went well The apartment is charming and functional Audrey and Axel helped us a lot with our stay and they described to us very well how their apartment works,B
My stay in Benjamin s apartment was great the place is spacious and clean The building is quiet and you find good restaurants close by I communicated with Benjamin with a couple of questions in the beginning of my stay and he was always very quick to respond,B
Nice place comfortable bed all that you need if visit Paris Only issue was the bathroom door that was hard to close and the fridge was not cooling very good but everything else was great,B
Super well located and Marine is very welcoming indirectly in her apartment,C
We were very well received The apartment was completely as advertised It is very pleasant and has the huge advantage of overlooking the back of the buildings It is very quiet The area is nice lots of shops the park and not a lot of nice little cafes restaurants,B
Very attractive apartment with everything you need and more Great location Very good and nice contact Highly recommended,B
Camille s apartment was quintessentially French Well appointed comfortable and convenient to the Pigalle metro station,C
The appartment is exactly as how It appears in the description Perfectly comunicated with the metro with several supermarkets near and montmartre just a few minutes from there On the other hand I have to say that Maurice is so lovely I miss him a lot,B
